date,value,data_source
2015-01-01,0.4745071229516849,SYNTHETIC_REALISTIC
2015-04-01,0.3792603548243223,SYNTHETIC_REALISTIC
2015-07-01,0.4971532807151039,SYNTHETIC_REALISTIC
2015-10-01,0.6284544784612038,SYNTHETIC_REALISTIC
2016-01-01,0.3648769937914996,SYNTHETIC_REALISTIC
2016-04-01,0.36487945645762293,SYNTHETIC_REALISTIC
2016-07-01,0.6368819223261087,SYNTHETIC_REALISTIC
2016-10-01,0.5151152093729363,SYNTHETIC_REALISTIC
2017-01-01,0.3295788421097572,SYNTHETIC_REALISTIC
2017-04-01,0.4813840065378947,SYNTHETIC_REALISTIC
2017-07-01,0.3304873460781307,SYNTHETIC_REALISTIC
2017-10-01,0.3301405369644615,SYNTHETIC_REALISTIC
2018-01-01,0.43629434073490514,SYNTHETIC_REALISTIC
2018-04-01,0.11300796330133034,SYNTHETIC_REALISTIC
2018-07-01,0.1412623251230451,SYNTHETIC_REALISTIC
2018-10-01,0.3156568706138541,SYNTHETIC_REALISTIC
2019-01-01,0.24807533194983647,SYNTHETIC_REALISTIC
2019-04-01,0.4471370998892911,SYNTHETIC_REALISTIC
2019-07-01,0.2637963886718184,SYNTHETIC_REALISTIC
2019-10-01,0.1881544447997063,SYNTHETIC_REALISTIC
2020-01-01,-2.280152684661767,SYNTHETIC_REALISTIC
2020-04-01,4.96613355492702,SYNTHETIC_REALISTIC
2020-07-01,0.8101292307031887,SYNTHETIC_REALISTIC
2020-10-01,0.2862877720679815,SYNTHETIC_REALISTIC
2021-01-01,0.6183425913212226,SYNTHETIC_REALISTIC
2021-04-01,0.711375230561743,SYNTHETIC_REALISTIC
2021-07-01,0.5168246475971808,SYNTHETIC_REALISTIC
2021-10-01,0.7405652290676402,SYNTHETIC_REALISTIC
2022-01-01,0.5888515649332319,SYNTHETIC_REALISTIC
2022-04-01,0.6299301480573243,SYNTHETIC_REALISTIC
2022-07-01,0.5781650607971693,SYNTHETIC_REALISTIC
2022-10-01,0.9409996224131827,SYNTHETIC_REALISTIC
2023-01-01,0.6558701531314151,SYNTHETIC_REALISTIC
2023-04-01,0.4939749396039833,SYNTHETIC_REALISTIC
2023-07-01,0.77075015786811,SYNTHETIC_REALISTIC
2023-10-01,0.4589787156622414,SYNTHETIC_REALISTIC
2024-01-01,0.6681716445138712,SYNTHETIC_REALISTIC
2024-04-01,0.3376284287864547,SYNTHETIC_REALISTIC
2024-07-01,0.4270878821389196,SYNTHETIC_REALISTIC
2024-10-01,0.6505818169593158,SYNTHETIC_REALISTIC
2025-01-01,0.726559460683522,SYNTHETIC_REALISTIC
2025-04-01,0.6362315579679693,SYNTHETIC_REALISTIC
2025-07-01,0.5879159155365008,SYNTHETIC_REALISTIC
2025-10-01,0.5548344456616067,SYNTHETIC_REALISTIC
