date,value,data_source
2015-01-01,20.238946220014782,SYNTHETIC_PROXY
2015-01-02,20.95608501372162,SYNTHETIC_PROXY
2015-01-03,19.517802726143934,SYNTHETIC_PROXY
2015-01-04,18.902651140047027,SYNTHETIC_PROXY
2015-01-05,21.335207408207147,SYNTHETIC_PROXY
2015-01-06,18.049530268661236,SYNTHETIC_PROXY
2015-01-07,21.684044272644805,SYNTHETIC_PROXY
2015-01-08,22.988562124326016,SYNTHETIC_PROXY
2015-01-09,22.306064139259203,SYNTHETIC_PROXY
2015-01-10,17.474271047043352,SYNTHETIC_PROXY
2015-01-11,18.133205286305227,SYNTHETIC_PROXY
2015-01-12,21.109154238196933,SYNTHETIC_PROXY
2015-01-13,20.572839862344352,SYNTHETIC_PROXY
2015-01-14,20.88857314179694,SYNTHETIC_PROXY
2015-01-15,21.108507424264022,SYNTHETIC_PROXY
2015-01-16,17.94766454187165,SYNTHETIC_PROXY
2015-01-17,17.56236004935331,SYNTHETIC_PROXY
2015-01-18,19.787055212931822,SYNTHETIC_PROXY
2015-01-19,20.060673743568422,SYNTHETIC_PROXY
2015-01-20,20.176522784887933,SYNTHETIC_PROXY
2015-01-21,20.088797443500496,SYNTHETIC_PROXY
2015-01-22,20.318362762513313,SYNTHETIC_PROXY
2015-01-23,20.32450933503669,SYNTHETIC_PROXY
2015-01-24,20.58246628222108,SYNTHETIC_PROXY
2015-01-25,19.545847792552845,SYNTHETIC_PROXY
2015-01-26,21.17105384836029,SYNTHETIC_PROXY
2015-01-27,20.86495369323602,SYNTHETIC_PROXY
2015-01-28,21.01526679346254,SYNTHETIC_PROXY
2015-01-29,18.03738156639222,SYNTHETIC_PROXY
2015-01-30,20.144036871110735,SYNTHETIC_PROXY
2015-01-31,21.59257106125008,SYNTHETIC_PROXY
2015-02-01,19.19509154499606,SYNTHETIC_PROXY
2015-02-02,19.415353750380703,SYNTHETIC_PROXY
2015-02-03,19.048900487924428,SYNTHETIC_PROXY
2015-02-04,17.307940305242486,SYNTHETIC_PROXY
2015-02-05,21.990246988035626,SYNTHETIC_PROXY
2015-02-06,19.74062477955078,SYNTHETIC_PROXY
2015-02-07,19.71083983366096,SYNTHETIC_PROXY
2015-02-08,18.003843177601116,SYNTHETIC_PROXY
2015-02-09,20.026064348617414,SYNTHETIC_PROXY
2015-02-10,18.046145902733993,SYNTHETIC_PROXY
2015-02-11,18.38204891965889,SYNTHETIC_PROXY
2015-02-12,20.47812184909217,SYNTHETIC_PROXY
2015-02-13,19.57913070162947,SYNTHETIC_PROXY
2015-02-14,20.115477754432224,SYNTHETIC_PROXY
2015-02-15,18.292414806709466,SYNTHETIC_PROXY
2015-02-16,18.629140511972736,SYNTHETIC_PROXY
2015-02-17,20.437332555459687,SYNTHETIC_PROXY
2015-02-18,19.153416545335674,SYNTHETIC_PROXY
2015-02-19,20.28631633128932,SYNTHETIC_PROXY
2015-02-20,19.96947348911283,SYNTHETIC_PROXY
2015-02-21,18.980174774915938,SYNTHETIC_PROXY
2015-02-22,18.352762522020626,SYNTHETIC_PROXY
2015-02-23,15.903170178746374,SYNTHETIC_PROXY
2015-02-24,20.25608159151366,SYNTHETIC_PROXY
2015-02-25,20.046144343241853,SYNTHETIC_PROXY
2015-02-26,20.914427141696404,SYNTHETIC_PROXY
2015-02-27,19.206656113467844,SYNTHETIC_PROXY
2015-02-28,19.928133821737593,SYNTHETIC_PROXY
2015-03-01,18.977556494884162,SYNTHETIC_PROXY
2015-03-02,23.63713288978062,SYNTHETIC_PROXY
2015-03-03,20.54954292072054,SYNTHETIC_PROXY
2015-03-04,23.126960106616906,SYNTHETIC_PROXY
2015-03-05,20.288219658468638,SYNTHETIC_PROXY
2015-03-06,22.419824864718905,SYNTHETIC_PROXY
2015-03-07,19.80598228106317,SYNTHETIC_PROXY
2015-03-08,20.436939590010013,SYNTHETIC_PROXY
2015-03-09,20.15683877428363,SYNTHETIC_PROXY
2015-03-10,20.30790562435509,SYNTHETIC_PROXY
2015-03-11,21.293955017639394,SYNTHETIC_PROXY
2015-03-12,20.33583630517693,SYNTHETIC_PROXY
2015-03-13,21.643033527850243,SYNTHETIC_PROXY
2015-03-14,20.692947283816903,SYNTHETIC_PROXY
2015-03-15,18.701798156671426,SYNTHETIC_PROXY
2015-03-16,19.74973238143021,SYNTHETIC_PROXY
2015-03-17,18.609440701845024,SYNTHETIC_PROXY
2015-03-18,22.273300049105913,SYNTHETIC_PROXY
2015-03-19,20.464532714643326,SYNTHETIC_PROXY
2015-03-20,20.678138967520418,SYNTHETIC_PROXY
2015-03-21,20.094494283742563,SYNTHETIC_PROXY
2015-03-22,20.34737321295671,SYNTHETIC_PROXY
2015-03-23,20.556259093471965,SYNTHETIC_PROXY
2015-03-24,17.024371759082566,SYNTHETIC_PROXY
2015-03-25,18.194027149384077,SYNTHETIC_PROXY
2015-03-26,17.8332383705635,SYNTHETIC_PROXY
2015-03-27,18.516676112765477,SYNTHETIC_PROXY
2015-03-28,19.109771157391744,SYNTHETIC_PROXY
2015-03-29,21.459901879898787,SYNTHETIC_PROXY
2015-03-30,21.591734690796017,SYNTHETIC_PROXY
2015-03-31,22.81623778128704,SYNTHETIC_PROXY
2015-04-01,19.524032141470588,SYNTHETIC_PROXY
2015-04-02,23.036198121274047,SYNTHETIC_PROXY
2015-04-03,21.89902228256817,SYNTHETIC_PROXY
2015-04-04,17.216150953064194,SYNTHETIC_PROXY
2015-04-05,17.042047547260434,SYNTHETIC_PROXY
2015-04-06,20.984059473065532,SYNTHETIC_PROXY
2015-04-07,19.03514039469901,SYNTHETIC_PROXY
2015-04-08,22.364875182956048,SYNTHETIC_PROXY
2015-04-09,20.738903585299173,SYNTHETIC_PROXY
2015-04-10,20.55025786763015,SYNTHETIC_PROXY
2015-04-11,21.99450442982441,SYNTHETIC_PROXY
2015-04-12,21.231398806369803,SYNTHETIC_PROXY
2015-04-13,18.646667246389928,SYNTHETIC_PROXY
2015-04-14,22.227647499073335,SYNTHETIC_PROXY
2015-04-15,21.11282833401542,SYNTHETIC_PROXY
2015-04-16,20.494505620514698,SYNTHETIC_PROXY
2015-04-17,20.473293825648415,SYNTHETIC_PROXY
2015-04-18,19.802391385050434,SYNTHETIC_PROXY
2015-04-19,21.504163921895813,SYNTHETIC_PROXY
2015-04-20,18.356666875855794,SYNTHETIC_PROXY
2015-04-21,19.613207729161473,SYNTHETIC_PROXY
2015-04-22,20.704140681211044,SYNTHETIC_PROXY
2015-04-23,19.07010541374513,SYNTHETIC_PROXY
2015-04-24,20.33852803843504,SYNTHETIC_PROXY
2015-04-25,19.806432876770973,SYNTHETIC_PROXY
2015-04-26,20.610835846236476,SYNTHETIC_PROXY
2015-04-27,23.455024700571037,SYNTHETIC_PROXY
2015-04-28,19.788760937037218,SYNTHETIC_PROXY
2015-04-29,21.17372503938794,SYNTHETIC_PROXY
